ID	nr_annotation
NATL1A_1837	ABM76496.1 Uncharacterized conserved protein [Prochlorococcus marinus str. NATL1A]
NATL1A_1838	WP_011824469.1 LL-diaminopimelate aminotransferase [Prochlorococcus marinus]
NATL1A_1839	WP_011824470.1 Rne/Rng family ribonuclease [Prochlorococcus marinus]
NATL1A_1840	WP_011824471.1 ribonuclease HII [Prochlorococcus marinus]
NATL1A_1841	WP_011824472.1 DUF1997 domain-containing protein [Prochlorococcus marinus]
NATL1A_1842	WP_011824473.1 prephenate dehydratase [Prochlorococcus marinus]
NATL1A_1843	WP_011824474.1 methyltransferase domain-containing protein [Prochlorococcus marinus]
NATL1A_1844	WP_011824475.1 LON peptidase substrate-binding domain-containing protein [Prochlorococcus marinus]
NATL1A_1845	WP_009788866.1 MULTISPECIES: 30S ribosomal protein S10 [Synechococcales]
NATL1A_1846	WP_011824476.1 elongation factor Tu [Prochlorococcus marinus]
NATL1A_1847	WP_011824477.1 elongation factor G [Prochlorococcus marinus]
NATL1A_1848	WP_011295420.1 30S ribosomal protein S7 [Prochlorococcus marinus]
NATL1A_1849	WP_011824478.1 30S ribosomal protein S12 [Prochlorococcus marinus]
NATL1A_1850	WP_041700632.1 glutamate synthase large subunit [Prochlorococcus marinus]
NATL1A_1851	ABM76510.1 conserved hypothetical protein [Prochlorococcus marinus str. NATL1A]
NATL1A_1852	WP_011295424.1 lipoyl synthase [Prochlorococcus marinus]
NATL1A_1853	WP_011824481.1 precorrin-3B C(17)-methyltransferase [Prochlorococcus marinus]
NATL1A_1854	WP_011824482.1 photosystem I core protein PsaA [Prochlorococcus marinus]
NATL1A_1855	WP_011295427.1 MULTISPECIES: photosystem I core protein PsaB [Prochlorococcus]
NATL1A_1856	WP_011824483.1 photosystem I reaction center protein subunit XI [Prochlorococcus marinus]
NATL1A_1857	WP_155105443.1 HEAT repeat domain-containing protein [Prochlorococcus marinus]
NATL1A_1858	WP_011824485.1 glycosyltransferase family 2 protein [Prochlorococcus marinus]
NATL1A_1859	WP_011824486.1 NlpC/P60 family protein [Prochlorococcus marinus]
NATL1A_1860	ABM76520.1 conserved hypothetical protein [Prochlorococcus marinus str. NATL1A]
NATL1A_1861	WP_011824488.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1862	WP_011824489.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1863	WP_011824490.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1864	WP_011824491.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1865	WP_011824492.1 class I SAM-dependent methyltransferase [Prochlorococcus marinus]
NATL1A_1866	WP_011824493.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1867	ABM76529.1 putative Alanine racemase [Prochlorococcus marinus str. NATL1A]
NATL1A_1868	WP_011824495.1 HNH endonuclease [Prochlorococcus marinus]
NATL1A_1869	WP_011824496.1 peptide chain release factor 1 [Prochlorococcus marinus]
NATL1A_1870	WP_011824497.1 50S ribosomal protein L31 [Prochlorococcus marinus]
NATL1A_1871	WP_011824498.1 30S ribosomal protein S9 [Prochlorococcus marinus]
NATL1A_1872	WP_011295447.1 50S ribosomal protein L13 [Prochlorococcus marinus]
NATL1A_1873	WP_011824499.1 tRNA pseudouridine(38-40) synthase TruA [Prochlorococcus marinus]
NATL1A_1874	WP_011295449.1 MULTISPECIES: 50S ribosomal protein L17 [Prochlorococcus]
NATL1A_1875	WP_011295450.1 DNA-directed RNA polymerase subunit alpha [Prochlorococcus marinus]
NATL1A_1876	WP_011824500.1 30S ribosomal protein S11 [Prochlorococcus marinus]
NATL1A_1877	WP_011824501.1 30S ribosomal protein S13 [Prochlorococcus marinus]
NATL1A_1878	WP_011824502.1 adenylate kinase [Prochlorococcus marinus]
NATL1A_1879	WP_011824503.1 preprotein translocase subunit SecY [Prochlorococcus marinus]
NATL1A_1880	WP_011824504.1 50S ribosomal protein L15 [Prochlorococcus marinus]
NATL1A_1881	WP_011824505.1 30S ribosomal protein S5 [Prochlorococcus marinus]
NATL1A_1882	WP_011295458.1 50S ribosomal protein L18 [Prochlorococcus marinus]
NATL1A_1883	WP_011824506.1 50S ribosomal protein L6 [Prochlorococcus marinus]
NATL1A_1884	WP_011824507.1 30S ribosomal protein S8 [Prochlorococcus marinus]
NATL1A_1885	WP_011824508.1 50S ribosomal protein L5 [Prochlorococcus marinus]
NATL1A_1886	A2C4Y8.1 RecName: Full=50S ribosomal protein L24 [Prochlorococcus marinus str. NATL1A]
NATL1A_1887	WP_011295463.1 50S ribosomal protein L14 [Prochlorococcus marinus]
NATL1A_1888	WP_011295464.1 30S ribosomal protein S17 [Prochlorococcus marinus]
NATL1A_1889	WP_011824510.1 50S ribosomal protein L29 [Prochlorococcus marinus]
NATL1A_1890	WP_011824511.1 50S ribosomal protein L16 [Prochlorococcus marinus]
NATL1A_1891	WP_011824512.1 30S ribosomal protein S3 [Prochlorococcus marinus]
NATL1A_1892	WP_011295468.1 50S ribosomal protein L22 [Prochlorococcus marinus]
NATL1A_1893	WP_011295469.1 MULTISPECIES: 30S ribosomal protein S19 [Prochlorococcus]
NATL1A_1894	WP_011295470.1 50S ribosomal protein L2 [Prochlorococcus marinus]
NATL1A_1895	WP_011295471.1 50S ribosomal protein L23 [Prochlorococcus marinus]
NATL1A_1896	WP_041700635.1 50S ribosomal protein L4 [Prochlorococcus marinus]
NATL1A_1897	WP_011824514.1 50S ribosomal protein L3 [Prochlorococcus marinus]
NATL1A_1898	WP_011824515.1 NAD(P)H-quinone oxidoreductase subunit N [Prochlorococcus marinus]
NATL1A_1899	WP_011824516.1 4Fe-4S binding protein [Prochlorococcus marinus]
NATL1A_1900	WP_011824517.1 HAD hydrolase-like protein [Prochlorococcus marinus]
NATL1A_1901	WP_011824518.1 recombinase RecA [Prochlorococcus marinus]
NATL1A_1902	WP_011824519.1 DUF2839 domain-containing protein [Prochlorococcus marinus]
NATL1A_1903	WP_011824520.1 helicase [Prochlorococcus marinus]
NATL1A_1904	WP_011824521.1 prephenate/arogenate dehydrogenase [Prochlorococcus marinus]
NATL1A_1905	"WP_011824522.1 C-3',4' desaturase CrtD [Prochlorococcus marinus]"
NATL1A_1906	WP_011824523.1 fructosamine kinase family protein [Prochlorococcus marinus]
NATL1A_1907	WP_011295483.1 CAAD domain-containing protein [Prochlorococcus marinus]
NATL1A_1908	WP_011824524.1 M67 family metallopeptidase [Prochlorococcus marinus]
NATL1A_1909	WP_011824525.1 molybdopterin-synthase adenylyltransferase MoeB [Prochlorococcus marinus]
NATL1A_1910	"WP_011295486.1 cob(I)yrinic acid a,c-diamide adenosyltransferase [Prochlorococcus marinus]"
NATL1A_1911	WP_011824526.1 ATP-dependent sacrificial sulfur transferase LarE [Prochlorococcus marinus]
NATL1A_1912	WP_011824527.1 adenosylmethionine decarboxylase [Prochlorococcus marinus]
NATL1A_1913	ABM76575.1 putative DNA repair and genetic recombination protein RecF [Prochlorococcus marinus str. NATL1A]
NATL1A_1914	WP_011295490.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1915	WP_011824529.1 phosphoenolpyruvate carboxylase [Prochlorococcus marinus]
NATL1A_1916	WP_011824530.1 glutamate--cysteine ligase [Prochlorococcus marinus]
NATL1A_1917	WP_011824531.1 anthranilate synthase component I family protein [Prochlorococcus marinus]
NATL1A_1918	WP_011295494.1 photosystem I reaction center subunit II [Prochlorococcus marinus]
NATL1A_1919	WP_011824532.1 HAMP domain-containing histidine kinase [Prochlorococcus marinus]
NATL1A_1920	WP_011824533.1 rod shape-determining protein RodA [Prochlorococcus marinus]
NATL1A_1921	ABM76583.1 Mrp [Prochlorococcus marinus str. NATL1A]
NATL1A_1922	WP_011824535.1 oxygen-dependent coproporphyrinogen oxidase [Prochlorococcus marinus]
NATL1A_1923	WP_011824536.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1924	WP_011824537.1 cofactor assembly of complex C subunit B [Prochlorococcus marinus]
NATL1A_1925	WP_011824539.1 ribonuclease D [Prochlorococcus marinus]
NATL1A_1926	WP_011295502.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1927	ABM76590.1 Uncharacterized protein conserved in bacteria [Prochlorococcus marinus str. NATL1A]
NATL1A_1928	WP_011824541.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1929	WP_011824542.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1930	WP_011824543.1 aldo/keto reductase [Prochlorococcus marinus]
NATL1A_1931	WP_011824544.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1932	WP_011824545.1 phosphoribosylformylglycinamidine cyclo-ligase [Prochlorococcus marinus]
NATL1A_1933	WP_011824546.1 bifunctional pantoate--beta-alanine ligase/(d)CMP kinase [Prochlorococcus marinus]
NATL1A_1934	WP_011824547.1 low molecular weight phosphotyrosine protein phosphatase [Prochlorococcus marinus]
NATL1A_1935	WP_011824548.1 phycoerythrobilin:ferredoxin oxidoreductase [Prochlorococcus marinus]
NATL1A_1936	"WP_011824549.1 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [Prochlorococcus marinus]"
NATL1A_1937	WP_011824550.1 heme oxygenase (biliverdin-producing) [Prochlorococcus marinus]
NATL1A_1938	WP_011824551.1 NADP-dependent isocitrate dehydrogenase [Prochlorococcus marinus]
NATL1A_1939	WP_011824552.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1940	WP_011824553.1 alpha-hydroxy-acid oxidizing protein [Prochlorococcus marinus]
NATL1A_1941	WP_011824554.1 galactose mutarotase [Prochlorococcus marinus]
NATL1A_1942	WP_011824555.1 alpha/beta fold hydrolase [Prochlorococcus marinus]
NATL1A_1943	WP_011295519.1 MULTISPECIES: cation:proton antiporter [Prochlorococcus]
NATL1A_1944	WP_011824556.1 glycogen/starch/alpha-glucan phosphorylase [Prochlorococcus marinus]
NATL1A_1945	ABM76608.1 Conserved hypothetical protein [Prochlorococcus marinus str. NATL1A]
NATL1A_1946	WP_011824558.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1947	WP_011824559.1 ribonuclease III [Prochlorococcus marinus]
NATL1A_1948	WP_011824560.1 NAD(P)H dehydrogenase subunit NdhS [Prochlorococcus marinus]
NATL1A_1949	WP_011824561.1 ribosome maturation factor RimM [Prochlorococcus marinus]
NATL1A_1950	WP_011824562.1 mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase [Prochlorococcus marinus]
NATL1A_1951	WP_011824563.1 glutamine--fructose-6-phosphate transaminase (isomerizing) [Prochlorococcus marinus]
NATL1A_1952	WP_011295529.1 acyl carrier protein [Prochlorococcus marinus]
NATL1A_1953	WP_011824564.1 beta-ketoacyl-ACP synthase II [Prochlorococcus marinus]
NATL1A_1954	WP_011824565.1 transketolase [Prochlorococcus marinus]
NATL1A_1955	WP_011824566.1 phosphomethylpyrimidine synthase ThiC [Prochlorococcus marinus]
NATL1A_1956	WP_011824567.1 DUF3188 domain-containing protein [Prochlorococcus marinus]
NATL1A_1957	WP_011824568.1 amidohydrolase [Prochlorococcus marinus]
NATL1A_1958	WP_011824569.1 tetratricopeptide repeat protein [Prochlorococcus marinus]
NATL1A_1959	WP_011824570.1 Holliday junction branch migration DNA helicase RuvB [Prochlorococcus marinus]
NATL1A_1960	WP_011824571.1 SsrA-binding protein SmpB [Prochlorococcus marinus]
NATL1A_1961	WP_011824572.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1962	WP_011824573.1 lysine--tRNA ligase [Prochlorococcus marinus]
NATL1A_1963	WP_011824574.1 response regulator [Prochlorococcus marinus]
NATL1A_1964	WP_011824575.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1965	WP_011824576.1 rod shape-determining protein MreC [Prochlorococcus marinus]
NATL1A_1966	WP_011295543.1 rod shape-determining protein [Prochlorococcus marinus]
NATL1A_1967	WP_011295544.1 single-stranded DNA-binding protein [Prochlorococcus marinus]
NATL1A_1968	WP_011824577.1 DedA family protein [Prochlorococcus marinus]
NATL1A_1969	WP_011295546.1 adenosylhomocysteinase [Prochlorococcus marinus]
NATL1A_1970	WP_011824578.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Prochlorococcus marinus]
NATL1A_1971	WP_011824579.1 carbohydrate kinase [Prochlorococcus marinus]
NATL1A_1972	WP_011824580.1 A/G-specific adenine glycosylase [Prochlorococcus marinus]
NATL1A_1973	WP_011824581.1 alpha/beta fold hydrolase [Prochlorococcus marinus]
NATL1A_1974	WP_011824582.1 RpoD/SigA family RNA polymerase sigma factor [Prochlorococcus marinus]
NATL1A_1975	WP_011824583.1 magnesium transporter [Prochlorococcus marinus]
NATL1A_1976	WP_011824584.1 glutathione peroxidase [Prochlorococcus marinus]
NATL1A_1977	WP_011824585.1 CrcB family protein [Prochlorococcus marinus]
NATL1A_1978	WP_011824586.1 CrcB family protein [Prochlorococcus marinus]
NATL1A_1979	WP_011824587.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_1980	WP_011824588.1 DNA topoisomerase (ATP-hydrolyzing) subunit B [Prochlorococcus marinus]
NATL1A_1981	WP_011824589.1 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Prochlorococcus marinus]
NATL1A_1982	WP_011824590.1 translation initiation factor IF-3 [Prochlorococcus marinus]
NATL1A_1983	WP_011824591.1 GntR family transcriptional regulator [Prochlorococcus marinus]
NATL1A_1984	WP_011824592.1 serine O-acetyltransferase [Prochlorococcus marinus]
NATL1A_1985	WP_011824593.1 ABC transporter permease [Prochlorococcus marinus]
NATL1A_1986	WP_011824594.1 ATP-binding cassette domain-containing protein [Prochlorococcus marinus]
NATL1A_1987	WP_011824595.1 preprotein translocase subunit SecA [Prochlorococcus marinus]
NATL1A_1988	"WP_011824596.1 GDP-mannose 4,6-dehydratase [Prochlorococcus marinus]"
NATL1A_1989	WP_011824597.1 DUF4214 domain-containing protein [Prochlorococcus marinus]
NATL1A_1990	WP_011824598.1 DUF6447 family protein [Prochlorococcus marinus]
NATL1A_1991	WP_011824599.1 peptidylprolyl isomerase [Prochlorococcus marinus]
NATL1A_1992	ABM76656.1 Hypothetical protein NATL1_21001 [Prochlorococcus marinus str. NATL1A]
NATL1A_1993	WP_011824601.1 ATP-binding cassette domain-containing protein [Prochlorococcus marinus]
NATL1A_1994	WP_011824602.1 HlyD family efflux transporter periplasmic adaptor subunit [Prochlorococcus marinus]
NATL1A_1995	WP_011824603.1 glycosyltransferase [Prochlorococcus marinus]
NATL1A_1996	WP_011824604.1 glycosyltransferase family 4 protein [Prochlorococcus marinus]
NATL1A_1997	WP_196218557.1 DUF4214 domain-containing protein [Prochlorococcus marinus]
NATL1A_1998	ABM76662.1 GDP-D-mannose dehydratase [Prochlorococcus marinus str. NATL1A]
NATL1A_1999	WP_011824607.1 glycosyltransferase [Prochlorococcus marinus]
NATL1A_2000	WP_011824608.1 class I SAM-dependent methyltransferase [Prochlorococcus marinus]
NATL1A_2001	WP_011824609.1 glucose-1-phosphate thymidylyltransferase RfbA [Prochlorococcus marinus]
NATL1A_2002	WP_011824610.1 GNAT family N-acetyltransferase [Prochlorococcus marinus]
NATL1A_2003	"WP_011824611.1 6,7-dimethyl-8-ribityllumazine synthase [Prochlorococcus marinus]"
NATL1A_2004	WP_011824612.1 photosystem II reaction center protein PsbZ [Prochlorococcus marinus]
NATL1A_2005	WP_011824613.1 DNA mismatch repair protein MutS [Prochlorococcus marinus]
NATL1A_2006	WP_011824614.1 precorrin-8X methylmutase [Prochlorococcus marinus]
NATL1A_2007	WP_011824615.1 DNA polymerase III subunit delta [Prochlorococcus marinus]
NATL1A_2008	WP_011824616.1 aspartate kinase [Prochlorococcus marinus]
NATL1A_2009	WP_011824617.1 excinuclease ABC subunit UvrB [Prochlorococcus marinus]
NATL1A_2010	WP_011824618.1 DUF561 domain-containing protein [Prochlorococcus marinus]
NATL1A_2011	WP_011824619.1 tRNA lysidine(34) synthetase TilS [Prochlorococcus marinus]
NATL1A_2012	WP_011824620.1 ribonuclease J [Prochlorococcus marinus]
NATL1A_2013	WP_041700641.1 4-hydroxy-tetrahydrodipicolinate synthase [Prochlorococcus marinus]
NATL1A_2014	WP_011824622.1 aspartate-semialdehyde dehydrogenase [Prochlorococcus marinus]
NATL1A_2015	WP_011824623.1 trigger factor [Prochlorococcus marinus]
NATL1A_2016	Q46ID4.1 RecName: Full=ATP-dependent Clp protease proteolytic subunit 3; AltName: Full=Endopeptidase Clp 3 [Prochlorococcus marinus str. NATL2A]
NATL1A_2017	WP_011295599.1 ATP-dependent protease ATP-binding subunit ClpX [Prochlorococcus marinus]
NATL1A_2018	WP_011824625.1 DNA polymerase III subunit gamma/tau [Prochlorococcus marinus]
NATL1A_2019	WP_011824626.1 glycosyltransferase family 2 protein [Prochlorococcus marinus]
NATL1A_2020	WP_011824627.1 SpoIID/LytB domain-containing protein [Prochlorococcus marinus]
NATL1A_2021	WP_011295603.1 50S ribosomal protein L35 [Prochlorococcus marinus]
NATL1A_2022	WP_011295604.1 50S ribosomal protein L20 [Prochlorococcus marinus]
NATL1A_2023	WP_011824628.1 tetratricopeptide repeat protein [Prochlorococcus marinus]
NATL1A_2024	WP_011824629.1 thiazole synthase [Prochlorococcus marinus]
NATL1A_2025	WP_011295607.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2026	WP_011824630.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]
NATL1A_2027	WP_011824631.1 glycosyltransferase family 1 protein [Prochlorococcus marinus]
NATL1A_2028	WP_011295610.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2029	WP_011824632.1 aminomethyl-transferring glycine dehydrogenase [Prochlorococcus marinus]
NATL1A_2030	WP_011824633.1 glycine cleavage system protein GcvH [Prochlorococcus marinus]
NATL1A_2031	WP_011824634.1 aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Prochlorococcus marinus]
NATL1A_2032	WP_011824635.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2033	WP_041700642.1 fatty acid desaturase [Prochlorococcus marinus]
NATL1A_2034	WP_011824637.1 50S ribosomal protein L9 [Prochlorococcus marinus]
NATL1A_2035	WP_011824638.1 replicative DNA helicase [Prochlorococcus marinus]
NATL1A_2036	WP_011824639.1 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG [Prochlorococcus marinus]
NATL1A_2037	WP_011824640.1 chorismate lyase [Prochlorococcus marinus]
NATL1A_2038	WP_011824641.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2039	WP_011824642.1 SprT family zinc-dependent metalloprotease [Prochlorococcus marinus]
NATL1A_2040	WP_011824643.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2041	WP_011824644.1 NAD-dependent DNA ligase LigA [Prochlorococcus marinus]
NATL1A_2042	ABM76707.1 conserved hypothetical protein [Prochlorococcus marinus str. NATL1A]
NATL1A_2043	ABM76708.1 Uncharacterized conserved protein [Prochlorococcus marinus str. NATL1A]
NATL1A_2044	WP_011824646.1 valine--tRNA ligase [Prochlorococcus marinus]
NATL1A_2045	WP_011824647.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2046	WP_011824648.1 MULTISPECIES: hypothetical protein [Prochlorococcus]
NATL1A_2047	WP_011295628.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_2048	WP_011824649.1 nucleoside triphosphate pyrophosphohydrolase [Prochlorococcus marinus]
NATL1A_2049	WP_011824650.1 polyamine aminopropyltransferase [Prochlorococcus marinus]
NATL1A_2050	WP_011824651.1 agmatinase [Prochlorococcus marinus]
NATL1A_2051	WP_011824653.1 glycine cleavage system aminomethyltransferase GcvT [Prochlorococcus marinus]
NATL1A_2052	ABM76718.1 Aspartyl-tRNA synthetase [Prochlorococcus marinus str. NATL1A]
NATL1A_2053	WP_011824655.1 CTP synthase [Prochlorococcus marinus]
NATL1A_2054	WP_011824656.1 7-carboxy-7-deazaguanine synthase QueE [Prochlorococcus marinus]
NATL1A_2055	WP_011824657.1 MULTISPECIES: 7-cyano-7-deazaguanine synthase QueC [Prochlorococcus]
NATL1A_2056	WP_011824658.1 anthranilate synthase component I family protein [Prochlorococcus marinus]
NATL1A_2057	AJW30652.1 Aminodeoxychorismate lyase [Prochlorococcus marinus str. P0902-H212]
NATL1A_2058	WP_011824660.1 uroporphyrinogen-III C-methyltransferase [Prochlorococcus marinus]
NATL1A_2059	WP_011824661.1 CbiX/SirB N-terminal domain-containing protein [Prochlorococcus marinus]
NATL1A_2060	WP_011824662.1 MULTISPECIES: ferredoxin--nitrite reductase [Prochlorococcus]
