GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_name
EZ55_40_30	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP
EZ55_17_40	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Domain of Unknown Function (DUF350)	-
EZ55_65_45	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	May be involved in recombinational repair of damaged DNA	recN
EZ55_2_102	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Belongs to the 'phage' integrase family. XerC subfamily	xerC
EZ55_28_47	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Esterase of the alpha-beta hydrolase superfamily	-
EZ55_43_169	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Interacts with the SecY protein in vivo. May bind preferentially to an uncomplexed state of SecY, thus functioning either as a chelating agent for excess SecY in the cell or as a regulatory factor that negatively controls the translocase function"	syd
EZ55_4_45	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Eco57I restriction-modification methylase	-
NATL1A_793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EZ55_31_138	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp
R8W_22	NA	NA	down	NA	down	NA	down	NA	down	NA	down	NA	down	NA	up	down	down	"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"	-
EZ55_43_70	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG1192 ATPases involved in chromosome partitioning	XCC1889
EZ55_26_1	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety"	-
EZ55_6_1	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"permease, DMT superfamily"	rhtA
EZ55_17_66	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Glycosyl transferase 4-like	-
EZ55_17_39	NA	down	NA	down	down	down	NA	down	down	NA	up	up	NA	up	down	down	NA	"Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell"	glnE
EZ55_34_23	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Part of the ABC transporter FtsEX involved in cellular division	ftsX
EZ55_25_25	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	TonB dependent receptor	-
EZ55_39_130	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane"	lptE
EZ55_19_129	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NUDIX domain	-
EZ55_43_53	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	protein conserved in bacteria	-
EZ55_28_46	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	helix_turn_helix multiple antibiotic resistance protein	-
EZ55_31_82	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"helix_turn_helix, mercury resistance"	-
EZ55_4_231	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA
EZ55_49_2	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Gram-negative bacterial TonB protein C-terminal	-
EZ55_35_42	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate"	kduI
EZ55_60_275	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_37_37	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Leishmanolysin	-
EZ55_30_11	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis"	pfkA
EZ55_21_5	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a biotin-operon repressor. In the presence of ATP, BirA activates biotin to form the BirA-biotinyl-5'-adenylate (BirA-bio- 5'-AMP or holoBirA) complex. HoloBirA can either transfer the biotinyl moiety to the biotin carboxyl carrier protein (BCCP) subunit of acetyl-CoA carboxylase, or bind to the biotin operator site and inhibit transcription of the operon"	birA
EZ55_65_41	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	alcohol dehydrogenase	-
EZ55_43_127	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	protein conserved in bacteria	-
EZ55_52_41	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively"	kynU
EZ55_29_29	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Domain of unknown function (DUF4198)	-
EZ55_60_195	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Glutathione S-transferase	-
EZ55_41_26	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"domain, Protein"	damX
EZ55_20_42	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	aminopeptidase N	pepN
EZ55_19_28	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Responsible for synthesis of pseudouridine from uracil- 13 in transfer RNAs	truD
EZ55_70_129	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	phosphoserine phosphatase	serB
EZ55_26_10	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	PA domain	-
EZ55_20_29	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"COG0508 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes"	bkdB
EZ55_68_5	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-
EZ55_31_115	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily	-
NATL1A_144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EZ55_17_23	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Pectinacetylesterase	-
EZ55_43_246	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	NA	NA
EZ55_47_12	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	up	Oxygen tolerance	batD
EZ55_31_69	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_5_6	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Tn3 transposase DDE domain	-
EZ55_4_7	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Involved in the heme biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX	hemF
EZ55_39_66	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	"helix_turn_helix, arabinose operon control protein"	-
EZ55_70_127	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	up	COG0084 Mg-dependent DNase	yjjV
EZ55_13_26	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_4_205	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	general secretion pathway protein	gspI
EZ55_2_76	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	down	up	NA	NA	NA	COG2076 Membrane transporters of cations and cationic drugs	sugE
EZ55_39_163	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	Protein of unknown function DUF262	-
EZ55_35_5	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_31_98	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	cyclic nucleotide-binding	-
EZ55_28_114	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Glycosyltransferase like family 2	-
EZ55_60_233	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	permease	lptG
EZ55_58_2	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Paraquat-inducible protein B	pqiB
EZ55_2_100	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG2199 FOG GGDEF domain	-
EZ55_43_201	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	cytoplasmic domain of flagellar protein FhlB	flhB2
EZ55_4_173	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	SapC	-
EZ55_31_44	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	COG2951 Membrane-bound lytic murein transglycosylase B	mltB
EZ55_19_45	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the PEP-utilizing enzyme family	ptsP
EZ55_2_61	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG
EZ55_60_359	NA	down	NA	down	down	down	NA	down	down	NA	up	up	down	up	down	down	down	Phospholipase	-
EZ55_20_2	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	COG0784 FOG CheY-like receiver	-
EZ55_19_5	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	NA	NA
EZ55_21_101	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)	yfiC
EZ55_18_24	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG0657 Esterase lipase	aes
EZ55_23_15	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	Protein of unknown function (DUF2806)	VV10722
EZ55_43_209	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_25_23	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	BFD-like [2Fe-2S] binding domain	-
EZ55_17_14	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	"COG1670 acetyltransferases, including N-acetylases of ribosomal proteins"	-
EZ55_31_58	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Protein of unknown function (DUF445)	-
EZ55_42_50	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_70_20	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Rhomboid family	-
EZ55_2_107	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Glycosyl transferase family 1	-
EZ55_35_25	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	NA	Transcriptional regulator	-
EZ55_60_63	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	GGDEF domain	-
EZ55_4_17	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA	trkH
EZ55_42_95	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG0633 Ferredoxin	yfaE
EZ55_59_18	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_52_33	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	COG0119 Isopropylmalate homocitrate citramalate synthases	mvaB
EZ55_12_23	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Predicted membrane protein (DUF2177)	-
EZ55_28_63	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	COG0402 Cytosine deaminase and related metal-dependent hydrolases	guaD
EZ55_17_28	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	thymidine kinase	tdk
EZ55_4_46	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	NA	Type I restriction modification DNA specificity domain	-
EZ55_39_114	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	NA	NA
EZ55_70_72	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Anti-ECFsigma factor ChrR	-
EZ55_31_114	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Transcriptional regulator	-
EZ55_15_52	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	COG1538 Outer membrane protein	czcC
EZ55_2_7	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Exopolysaccharide biosynthesis protein YbjH	yjbH
EZ55_43_219	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_28_37	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	D-alanyl-D-alanine carboxypeptidase	vanY
EZ55_4_47	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	DNA synthesis involved in DNA repair	-
EZ55_43_92	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Flagellar biosynthesis type III secretory pathway protein	fliH
EZ55_49_51	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation"	tatB
EZ55_18_63	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	ABC-type amino acid transport signal transduction systems periplasmic component domain	-
EZ55_18_231	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	Transcriptional regulator	-
EZ55_15_19	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	down	up	NA	down	NA	Belongs to the glycosyl hydrolase 2 family	lacZ
EZ55_60_91	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	branched-chain amino acid	-
EZ55_42_61	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	haloacid dehalogenase-like hydrolase	gph
EZ55_70_150	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	Protein of unknown function (DUF1365)	-
EZ55_60_273	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_60_291	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Beta-ketoacyl synthase, N-terminal domain"	phlC
EZ55_75_3	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_17_52	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	O-Antigen ligase	-
EZ55_27_2	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Uncharacterized protein family UPF0029	yigZ
EZ55_43_262	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	deacetylase	nagA
EZ55_42_78	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Belongs to the WrbA family	wrbA
EZ55_29_34	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	protein conserved in bacteria	yedI
EZ55_3_1	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Nitroreductase family	-
EZ55_43_79	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	protein conserved in bacteria	ycbB
EZ55_20_25	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	NA	protein conserved in bacteria	rmuC
EZ55_21_124	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Serine hydrolase involved in the detoxification of formaldehyde	yeiG
EZ55_18_222	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_9_6	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_31_14	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase	hisA
EZ55_4_175	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Tryptophan halogenase	-
EZ55_18_93	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_60_181	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Protein of unknown function (DUF1428)	-
EZ55_18_77	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	protein conserved in bacteria	-
EZ55_14_109	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Outer membrane efflux protein	-
EZ55_52_23	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	SufE protein probably involved in Fe-S center assembly	-
EZ55_32_29	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	COG0784 FOG CheY-like receiver	-
EZ55_30_59	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	COG1179 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1	ygdL
EZ55_6_42	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Catalyzes the strictly specific dephosphorylation of 2'- deoxyribonucleoside 5'-monophosphates	yfbR
EZ55_19_85	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Lipoprotein	-
EZ55_32_7	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG1167 Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	yjiR
EZ55_39_37	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	2OG-Fe(II) oxygenase	-
EZ55_4_174	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Cupin-like domain	-
EZ55_60_121	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Belongs to the low molecular weight phosphotyrosine protein phosphatase family	-
EZ55_60_228	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	COG0642 Signal transduction histidine kinase	-
EZ55_60_276	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	PD-(D/E)XK nuclease superfamily	-
EZ55_31_33	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	Cation efflux family	-
EZ55_30_95	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	D-isomer specific 2-hydroxyacid dehydrogenase	ldhA
EZ55_4_242	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Peptidase family M23	-
EZ55_24_5	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	"Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)"	sstT
EZ55_4_44	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Type I restriction enzyme R protein N terminus (HSDR_N)	-
EZ55_31_76	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Isochorismatase family	-
EZ55_7_19	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Thioredoxin	VP2116
EZ55_43_44	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	"ABC transporter, ATP-binding protein"	dppF
EZ55_4_89	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Tryptophan halogenase	-
EZ55_42_65	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	down	COG4240 Predicted kinase	-
EZ55_30_76	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Tryptophan halogenase	-
EZ55_43_205	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Belongs to the CinA family	ygaD
EZ55_19_51	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Signal transduction histidine kinase	-
EZ55_43_67	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Protein of unknown function (DUF2802)	VC2058
EZ55_60_197	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Polyphosphate kinase 2 (PPK2)	-
EZ55_7_11	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Protein of unknown function (DUF3584)	-
EZ55_4_77	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Glutathione S-transferase	gst5
EZ55_69_2	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	SEC-C Motif Domain Protein	-
EZ55_65_102	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	down	up	down	down	NA	"Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor"	bioA
EZ55_58_25	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_13_73	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	"COG1925 Phosphotransferase system, HPr-related proteins"	ptsO
EZ55_15_62	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"Transcriptional regulatory protein, C terminal"	-
EZ55_2_116	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	protein conserved in bacteria	-
EZ55_29_36	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	AraC family transcriptional regulator	-
EZ55_52_52	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Na H antiporter	-
EZ55_60_111	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB
EZ55_4_25	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG2818 3-methyladenine DNA glycosylase	tag
EZ55_39_85	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	receptor	-
EZ55_30_26	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Beta-lactamase	-
EZ55_52_11	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	adenosyltransferase	pduO
EZ55_25_14	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Peptidase family M28	-
EZ55_6_31	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Phosphoglycerate mutase family	-
EZ55_38_12	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Cytochrome C biogenesis protein	-
EZ55_47_16	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	conserved protein (some members contain a von Willebrand factor type A (vWA) domain)	-
EZ55_30_43	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"COG0790 FOG TPR repeat, SEL1 subfamily"	-
EZ55_42_91	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family"	-
EZ55_2_125	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	COG0477 Permeases of the major facilitator superfamily	yajR
EZ55_4_116	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	up	up	NA	down	up	protein conserved in bacteria	ytfN
EZ55_2_68	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	flavoproteins	yhiN
